FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201602,24,0,30075,619440,"D","02/24/2016 00:00:00",78,"M","Outside/Open Areas",201602
201603,9,0,30181,626789,"D","03/09/2016 00:00:00",56,"M","Outside/Open Areas",201603
201603,9,0,30182,626791,"I","03/09/2016 00:00:00",28,"F","Vehicle/Towed Trailer",201603
201603,8,0,30183,626794,"I","03/08/2016 00:00:00",22,"M","Vehicle/Towed Trailer",201603
201605,29,0,30551,627093,"D","05/29/2016 00:00:00",20,"M","In Water",201605
201606,12,0,30552,627093,"D","06/12/2016 00:00:00",53,"M","In Water",201605
201605,24,0,30257,628559,"D","05/24/2016 00:00:00",,"","Vehicle/Towed Trailer",201605
201605,9,0,30371,633058,"D","05/09/2016 00:00:00",78,"M","Permanent Home",201605
201605,9,0,30373,633089,"D","05/09/2016 00:00:00",76,"M","Permanent Home",201605
201605,28,0,30707,644220,"D","05/28/2016 00:00:00",21,"M","In Water",201605
201601,17,0,30036,608183,"I","01/17/2016 00:00:00",,"","Unknown",201601
201601,19,0,29640,608721,"D","01/19/2016 00:00:00",30,"M","Outside/Open Areas",201601
201601,24,0,29638,608730,"D","01/24/2016 00:00:00",46,"M","Outside/Open Areas",201601
201601,24,0,29639,608730,"D","01/24/2016 00:00:00",36,"F","Outside/Open Areas",201601
201601,24,0,29669,608906,"D","01/24/2016 00:00:00",36,"M","Outside/Open Areas",201601
201601,1,0,30033,608907,"D","01/01/2016 00:00:00",65,"M","Outside/Open Areas",201601
201602,4,0,29714,608934,"I","02/04/2016 00:00:00",67,"M","Outside/Open Areas",201601
201601,24,0,29749,609333,"I","01/24/2016 00:00:00",66,"M","Outside/Open Areas",201601
201601,24,0,29746,609334,"I","01/24/2016 00:00:00",,"M","Outside/Open Areas",201601
201601,24,0,29747,609340,"I","01/24/2016 00:00:00",70,"M","Permanent Home",201601
201601,24,0,29748,609340,"I","01/24/2016 00:00:00",76,"M","Permanent Home",201601
201601,17,0,29701,609389,"D","01/17/2016 00:00:00",58,"M","Mobile/Trailer Home",201601
201601,17,0,29702,609389,"D","01/17/2016 00:00:00",51,"F","Mobile/Trailer Home",201601
201601,23,0,29764,610536,"I","01/23/2016 00:00:00",54,"M","Outside/Open Areas",201601
201601,26,0,29763,610536,"I","01/26/2016 00:00:00",55,"M","Vehicle/Towed Trailer",201601
201601,23,0,29766,610537,"I","01/23/2016 00:00:00",54,"M","Outside/Open Areas",201601
201601,26,0,29765,610537,"I","01/26/2016 00:00:00",55,"M","Vehicle/Towed Trailer",201601
201601,23,0,29768,610538,"I","01/23/2016 00:00:00",54,"M","Outside/Open Areas",201601
201601,26,0,29767,610538,"I","01/26/2016 00:00:00",55,"M","Vehicle/Towed Trailer",201601
201601,23,0,29772,610540,"I","01/23/2016 00:00:00",54,"M","Outside/Open Areas",201601
201602,25,0,31536,614284,"D","02/25/2016 00:00:00",28,"M","In Water",201602
201607,16,0,31537,642919,"I","07/16/2016 00:00:00",46,"M","In Water",201607
201607,16,0,31538,642919,"I","07/16/2016 00:00:00",6,"F","In Water",201607
201606,2,0,31568,646454,"D","06/02/2016 00:00:00",36,"M","In Water",201606
201606,3,0,31569,646433,"D","06/03/2016 00:00:00",46,"M","Vehicle/Towed Trailer",201606
201601,26,0,29771,610540,"I","01/26/2016 00:00:00",55,"M","Vehicle/Towed Trailer",201601
201601,30,0,29782,611127,"I","01/30/2016 00:00:00",23,"M","In Water",201601
201601,19,0,29783,611146,"I","01/19/2016 00:00:00",31,"M","Boating",201601
201601,19,0,29784,611146,"I","01/19/2016 00:00:00",37,"M","Boating",201601
201601,19,0,29785,611146,"I","01/19/2016 00:00:00",52,"M","Boating",201601
201601,20,0,29964,611231,"I","01/20/2016 00:00:00",22,"M","Vehicle/Towed Trailer",201601
201601,26,0,29825,611879,"I","01/26/2016 00:00:00",46,"M","Boating",201601
201601,15,0,29828,611941,"D","01/15/2016 00:00:00",98,"F","Outside/Open Areas",201601
201601,14,0,29842,612214,"D","01/14/2016 00:00:00",57,"F","Permanent Structure",201601
201601,23,0,29918,613720,"D","01/23/2016 00:00:00",36,"M","Vehicle/Towed Trailer",201601
201601,1,0,29927,613990,"I","01/01/2016 00:00:00",27,"M","In Water",201601
201601,11,0,29959,614361,"D","01/11/2016 00:00:00",43,"F","Outside/Open Areas",201601
201601,8,0,29956,614452,"D","01/08/2016 00:00:00",50,"M","Outside/Open Areas",201601
201601,17,0,29957,614453,"D","01/17/2016 00:00:00",21,"F","Outside/Open Areas",201601
201601,4,0,30024,614456,"D","01/04/2016 00:00:00",39,"M","Outside/Open Areas",201601
201601,14,0,30032,614502,"D","01/14/2016 00:00:00",72,"M","In Water",201601
201601,20,0,29967,614678,"I","01/20/2016 00:00:00",55,"F","Vehicle/Towed Trailer",201601
201601,20,0,30000,615221,"I","01/20/2016 00:00:00",,"","Unknown",201601
201601,20,0,29998,615222,"I","01/20/2016 00:00:00",44,"M","Vehicle/Towed Trailer",201601
201601,20,0,29997,615223,"I","01/20/2016 00:00:00",60,"F","Vehicle/Towed Trailer",201601
201601,31,0,30015,615345,"D","01/31/2016 00:00:00",48,"F","Vehicle/Towed Trailer",201601
201601,14,0,29982,615772,"D","01/14/2016 00:00:00",29,"M","Outside/Open Areas",201601
201601,14,0,29990,616052,"D","01/14/2016 00:00:00",23,"M","Outside/Open Areas",201601
201601,2,0,29994,616169,"D","01/02/2016 00:00:00",35,"M","Outside/Open Areas",201601
201601,16,0,29995,616171,"D","01/16/2016 00:00:00",25,"M","Outside/Open Areas",201601
201601,11,0,30001,616387,"D","01/11/2016 00:00:00",53,"F","Outside/Open Areas",201601
201601,23,0,30019,616498,"D","01/23/2016 00:00:00",80,"F","Outside/Open Areas",201601
201601,18,0,30010,616502,"D","01/18/2016 00:00:00",50,"M","Outside/Open Areas",201601
201601,18,0,30011,616502,"D","01/18/2016 00:00:00",57,"M","Outside/Open Areas",201601
201601,11,0,30004,616503,"D","01/11/2016 00:00:00",70,"F","Outside/Open Areas",201601
201601,11,0,30008,616508,"D","01/11/2016 00:00:00",60,"M","Outside/Open Areas",201601
201601,11,0,30009,616508,"D","01/11/2016 00:00:00",90,"F","Outside/Open Areas",201601
201601,22,0,30021,616510,"I","01/22/2016 00:00:00",69,"M","Outside/Open Areas",201601
201601,22,0,30018,616602,"I","01/22/2016 00:00:00",39,"M","Vehicle/Towed Trailer",201601
201601,21,0,30025,616658,"D","01/21/2016 00:00:00",49,"M","Outside/Open Areas",201601
201601,31,0,30026,616663,"D","01/31/2016 00:00:00",50,"M","Outside/Open Areas",201601
201601,24,0,30037,617356,"I","01/24/2016 00:00:00",56,"M","Vehicle/Towed Trailer",201601
201601,23,0,30039,617358,"I","01/23/2016 00:00:00",54,"M","Outside/Open Areas",201601
201601,24,0,30038,617358,"I","01/24/2016 00:00:00",55,"M","Vehicle/Towed Trailer",201601
201601,23,0,30042,617367,"I","01/23/2016 00:00:00",18,"F","Outside/Open Areas",201601
201601,23,0,30043,617367,"I","01/23/2016 00:00:00",88,"M","Outside/Open Areas",201601
201601,3,0,30045,617533,"D","01/03/2016 00:00:00",20,"M","In Water",201601
201609,29,0,31541,659699,"D","09/29/2016 00:00:00",30,"M","Outside/Open Areas",201609
201601,13,0,29866,606471,"D","01/13/2016 00:00:00",77,"M","Permanent Home",201512
201601,8,0,29865,606471,"D","01/08/2016 00:00:00",35,"M","Vehicle/Towed Trailer",201512
201604,30,0,30242,631037,"D","04/30/2016 00:00:00",30,"M","Vehicle/Towed Trailer",201604
201604,30,0,30236,631382,"D","04/30/2016 00:00:00",9,"F","Outside/Open Areas",201604
201604,30,0,30237,631382,"D","04/30/2016 00:00:00",8,"M","Outside/Open Areas",201604
201604,30,0,30238,631382,"D","04/30/2016 00:00:00",7,"M","Outside/Open Areas",201604
201604,30,0,30239,631382,"D","04/30/2016 00:00:00",6,"F","Outside/Open Areas",201604
201604,30,0,30240,631382,"D","04/30/2016 00:00:00",64,"F","Outside/Open Areas",201604
201604,30,0,30241,631383,"D","04/30/2016 00:00:00",30,"M","Outside/Open Areas",201604
201603,18,0,30047,617774,"D","03/18/2016 00:00:00",28,"F","Outside/Open Areas",201603
201604,3,0,30207,628675,"D","04/03/2016 00:00:00",49,"M","Vehicle/Towed Trailer",201604
201604,3,0,30208,628675,"D","04/03/2016 00:00:00",51,"F","Vehicle/Towed Trailer",201604
201605,27,0,31627,640004,"I","05/27/2016 00:00:00",11,"M","Outside/Open Areas",201605
201608,1,0,31550,660164,"D","08/01/2016 00:00:00",51,"M","In Water",201608
201611,16,0,31604,660354,"I","11/16/2016 00:00:00",65,"M","Outside/Open Areas",201611
201611,20,0,31571,661416,"I","11/20/2016 00:00:00",75,"M","Other",201611
201611,8,0,31618,662490,"D","11/08/2016 00:00:00",73,"M","In Water",201611
201611,29,0,31742,663851,"I","11/29/2016 00:00:00",62,"F","Vehicle/Towed Trailer",201611
201611,12,0,31821,665627,"D","11/12/2016 00:00:00",14,"M","In Water",201611
201611,9,0,31833,666056,"D","11/09/2016 00:00:00",42,"M","Boating",201611
201611,28,0,31856,667508,"I","11/28/2016 00:00:00",19,"M","Vehicle/Towed Trailer",201611
201611,20,0,32865,668559,"I","11/20/2016 00:00:00",,"","Unknown",201611
201604,30,0,30394,632311,"D","04/30/2016 00:00:00",61,"M","Vehicle/Towed Trailer",201604
201604,29,0,30400,640527,"D","04/29/2016 00:00:00",41,"M","Vehicle/Towed Trailer",201604
201601,18,0,29628,608577,"D","01/18/2016 00:00:00",19,"M","In Water",201601
201601,18,0,29629,608577,"D","01/18/2016 00:00:00",25,"M","In Water",201601
201602,24,0,30114,621853,"D","02/24/2016 00:00:00",2,"M","Mobile/Trailer Home",201602
201602,24,0,30115,621853,"D","02/24/2016 00:00:00",26,"M","Mobile/Trailer Home",201602
201602,24,0,30116,621853,"D","02/24/2016 00:00:00",50,"M","Mobile/Trailer Home",201602
201605,26,0,32899,635831,"I","05/26/2016 00:00:00",16,"M","Outside/Open Areas",201605
201605,26,0,32897,635831,"D","05/26/2016 00:00:00",64,"F","Permanent Home",201605
201605,26,0,32895,635831,"D","05/26/2016 00:00:00",21,"M","Vehicle/Towed Trailer",201605
201605,26,0,32896,635831,"D","05/26/2016 00:00:00",59,"M","Vehicle/Towed Trailer",201605
201605,26,0,32898,635831,"D","05/26/2016 00:00:00",49,"M","Vehicle/Towed Trailer",201605
201608,10,0,32882,647936,"D","08/10/2016 00:00:00",9,"M","Outside/Open Areas",201608
201606,25,0,31297,655179,"D","06/25/2016 00:00:00",72,"M","Under Tree",201606
201607,18,0,31491,657837,"D","07/18/2016 00:00:00",80,"F","Permanent Home",201607
201606,24,0,31492,657887,"D","06/24/2016 00:00:00",80,"F","Permanent Home",201606
201606,16,0,31494,657892,"D","06/16/2016 00:00:00",85,"M","Permanent Home",201606
201607,9,0,31513,658544,"D","07/09/2016 00:00:00",26,"M","In Water",201607
201607,9,0,31514,658544,"D","07/09/2016 00:00:00",37,"M","In Water",201607
201607,9,0,31515,658544,"D","07/09/2016 00:00:00",,"","In Water",201607
201610,9,0,31542,659778,"D","10/09/2016 00:00:00",,"F","Vehicle/Towed Trailer",201610
201607,13,0,31545,659815,"I","07/13/2016 00:00:00",36,"M","Outside/Open Areas",201607
201610,8,0,31613,662370,"D","10/08/2016 00:00:00",22,"M","Vehicle/Towed Trailer",201610
201610,8,0,31614,662370,"D","10/08/2016 00:00:00",44,"M","Vehicle/Towed Trailer",201610
201610,8,0,31817,663405,"D","10/08/2016 00:00:00",,"","Unknown",201610
201610,8,0,31816,663405,"D","10/08/2016 00:00:00",,"","Vehicle/Towed Trailer",201610
201610,9,0,31840,663407,"I","10/09/2016 00:00:00",76,"M","Permanent Home",201610
201610,9,0,31819,663564,"D","10/09/2016 00:00:00",70,"M","Vehicle/Towed Trailer",201610
201610,9,0,31736,663637,"D","10/09/2016 00:00:00",,"F","Vehicle/Towed Trailer",201610
201610,8,0,31813,663955,"D","10/08/2016 00:00:00",,"","Vehicle/Towed Trailer",201610
201610,8,0,31814,663955,"D","10/08/2016 00:00:00",,"","Vehicle/Towed Trailer",201610
201610,9,0,31812,663986,"I","10/09/2016 00:00:00",,"","Outside/Open Areas",201610
201610,2,0,31758,664076,"D","10/02/2016 00:00:00",55,"M","In Water",201610
201610,19,0,31759,664078,"D","10/19/2016 00:00:00",75,"M","In Water",201610
201610,8,0,31764,664266,"D","10/08/2016 00:00:00",,"","Vehicle/Towed Trailer",201610
201610,8,0,31767,664272,"D","10/08/2016 00:00:00",,"M","Permanent Home",201610
201610,8,0,31769,664273,"D","10/08/2016 00:00:00",,"","Permanent Home",201610
201610,8,0,31784,664345,"D","10/08/2016 00:00:00",83,"M","Vehicle/Towed Trailer",201610
201610,8,0,31822,664348,"D","10/08/2016 00:00:00",73,"M","Vehicle/Towed Trailer",201610
201610,11,0,31828,666044,"D","10/11/2016 00:00:00",,"M","In Water",201610
201610,13,0,31829,666045,"D","10/13/2016 00:00:00",,"F","Vehicle/Towed Trailer",201610
201610,13,0,31830,666046,"D","10/13/2016 00:00:00",,"M","In Water",201610
201610,13,0,31831,666047,"D","10/13/2016 00:00:00",55,"M","In Water",201610
201610,13,0,31835,666248,"D","10/13/2016 00:00:00",17,"M","In Water",201610
201610,11,0,31837,666320,"D","10/11/2016 00:00:00",,"M","Vehicle/Towed Trailer",201610
201608,10,0,32874,668678,"D","08/10/2016 00:00:00",34,"M","Under Tree",201608
201608,10,0,32875,668678,"D","08/10/2016 00:00:00",32,"F","Under Tree",201608
201605,1,0,30124,622483,"D","05/01/2016 00:00:00",53,"M","In Water",201605
201605,7,0,30163,625797,"I","05/07/2016 00:00:00",,"F","Outside/Open Areas",201605
201605,24,0,30321,626403,"D","05/24/2016 00:00:00",62,"M","Outside/Open Areas",201605
201605,30,0,30213,626754,"I","05/30/2016 00:00:00",68,"M","Other",201605
201605,4,0,30198,627799,"D","05/04/2016 00:00:00",64,"M","Vehicle/Towed Trailer",201605
201605,1,0,30396,632310,"I","05/01/2016 00:00:00",61,"M","Vehicle/Towed Trailer",201605
201605,22,0,30307,635797,"D","05/22/2016 00:00:00",12,"F","In Water",201605
201605,30,0,30399,636975,"D","05/30/2016 00:00:00",61,"F","Vehicle/Towed Trailer",201605
201605,14,0,30391,640312,"D","05/14/2016 00:00:00",53,"M","In Water",201605
201612,3,0,31597,661853,"D","12/03/2016 00:00:00",,"","Outside/Open Areas",201612
201612,10,0,31617,662402,"I","12/10/2016 00:00:00",22,"M","Vehicle/Towed Trailer",201612
201612,15,0,31621,662723,"I","12/15/2016 00:00:00",37,"M","Outside/Open Areas",201612
201612,18,0,31622,662870,"I","12/18/2016 00:00:00",18,"F","Outside/Open Areas",201612
201612,12,0,31630,663039,"I","12/12/2016 00:00:00",55,"M","Outside/Open Areas",201612
201612,17,0,31628,663178,"I","12/17/2016 00:00:00",44,"M","Outside/Open Areas",201612
201612,18,0,31629,663178,"I","12/18/2016 00:00:00",74,"M","Outside/Open Areas",201612
201612,25,0,31741,663723,"I","12/25/2016 00:00:00",59,"M","Vehicle/Towed Trailer",201612
201612,17,0,31743,663943,"I","12/17/2016 00:00:00",,"","Outside/Open Areas",201612
201612,17,0,31745,663947,"I","12/17/2016 00:00:00",46,"M","Vehicle/Towed Trailer",201612
201612,16,0,31750,663951,"I","12/16/2016 00:00:00",13,"F","Vehicle/Towed Trailer",201612
201612,16,0,31756,663978,"I","12/16/2016 00:00:00",24,"M","Vehicle/Towed Trailer",201612
201612,16,0,31755,663979,"I","12/16/2016 00:00:00",56,"M","Vehicle/Towed Trailer",201612
201612,24,0,31782,664505,"I","12/24/2016 00:00:00",20,"F","Vehicle/Towed Trailer",201612
201612,30,0,31803,664565,"I","12/30/2016 00:00:00",25,"F","Outside/Open Areas",201612
201612,30,0,31806,664592,"D","12/30/2016 00:00:00",58,"M","In Water",201612
201612,19,0,32911,664919,"D","12/19/2016 00:00:00",64,"F","Outside/Open Areas",201612
201612,19,0,31811,664996,"I","12/19/2016 00:00:00",27,"M","Vehicle/Towed Trailer",201612
201612,19,0,31809,664997,"I","12/19/2016 00:00:00",57,"M","Vehicle/Towed Trailer",201612
201612,19,0,31810,664997,"I","12/19/2016 00:00:00",75,"F","Vehicle/Towed Trailer",201612
201612,3,0,31820,665126,"D","12/03/2016 00:00:00",32,"F","In Water",201612
201612,25,0,32951,665755,"D","12/25/2016 00:00:00",72,"M","Outside/Open Areas",201612
201612,13,0,32964,665899,"D","12/13/2016 00:00:00",43,"M","Outside/Open Areas",201612
201612,12,0,31838,666330,"D","12/12/2016 00:00:00",34,"F","Outside/Open Areas",201612
201612,18,0,31839,666333,"D","12/18/2016 00:00:00",77,"M","Outside/Open Areas",201612
201612,4,0,31847,666923,"I","12/04/2016 00:00:00",26,"M","Vehicle/Towed Trailer",201612
201612,17,0,31848,666931,"I","12/17/2016 00:00:00",,"M","Vehicle/Towed Trailer",201612
201612,18,0,31849,666934,"D","12/18/2016 00:00:00",46,"M","Outside/Open Areas",201612
201612,26,0,32855,667697,"I","12/26/2016 00:00:00",63,"M","Outside/Open Areas",201612
201612,29,0,32856,667697,"D","12/29/2016 00:00:00",37,"F","Outside/Open Areas",201612
201612,19,0,32857,667889,"D","12/19/2016 00:00:00",,"F","Outside/Open Areas",201612
201612,11,0,32860,668139,"D","12/11/2016 00:00:00",,"M","Outside/Open Areas",201612
201612,11,0,32876,668222,"I","12/11/2016 00:00:00",72,"M","Outside/Open Areas",201612
201612,26,0,32903,668714,"I","12/26/2016 00:00:00",22,"F","Vehicle/Towed Trailer",201612
201612,17,0,32972,669638,"I","12/17/2016 00:00:00",16,"F","Vehicle/Towed Trailer",201612
201612,17,0,32973,669638,"I","12/17/2016 00:00:00",,"M","Vehicle/Towed Trailer",201612
201612,17,0,32974,669638,"I","12/17/2016 00:00:00",,"","Vehicle/Towed Trailer",201612
201612,10,0,32910,669728,"D","12/10/2016 00:00:00",29,"F","Outside/Open Areas",201612
201612,17,0,32918,669815,"D","12/17/2016 00:00:00",,"","Vehicle/Towed Trailer",201612
201612,17,0,32919,669815,"D","12/17/2016 00:00:00",,"","Vehicle/Towed Trailer",201612
201612,17,0,32917,669826,"D","12/17/2016 00:00:00",,"M","Outside/Open Areas",201612
201612,17,0,32962,670095,"I","12/17/2016 00:00:00",71,"M","Vehicle/Towed Trailer",201612
201612,25,0,32941,670231,"I","12/25/2016 00:00:00",70,"M","Outside/Open Areas",201612
201612,16,0,32938,670387,"I","12/16/2016 00:00:00",,"F","Unknown",201612
201612,18,0,32956,670462,"D","12/18/2016 00:00:00",82,"M","Outside/Open Areas",201612
201612,18,0,32957,670462,"D","12/18/2016 00:00:00",70,"F","Outside/Open Areas",201612
201612,18,0,32960,670664,"D","12/18/2016 00:00:00",39,"M","Outside/Open Areas",201612
201612,18,0,32971,672343,"D","12/18/2016 00:00:00",52,"M","Outside/Open Areas",201612
201612,31,0,32977,672692,"I","12/31/2016 00:00:00",35,"F","Vehicle/Towed Trailer",201612
201612,31,0,32978,672692,"I","12/31/2016 00:00:00",50,"M","Vehicle/Towed Trailer",201612
201606,7,0,30200,628224,"D","06/07/2016 00:00:00",36,"M","In Water",201606
201606,7,0,30201,628352,"D","06/07/2016 00:00:00",52,"F","In Water",201606
201606,7,0,30205,628353,"D","06/07/2016 00:00:00",36,"M","In Water",201606
201606,7,0,30206,628353,"D","06/07/2016 00:00:00",35,"M","In Water",201606
201606,10,0,30410,628758,"D","06/10/2016 00:00:00",,"M","Permanent Structure",201606
201606,5,0,30211,628790,"I","06/05/2016 00:00:00",55,"M","Outside/Open Areas",201606
201606,7,0,30214,629380,"D","06/07/2016 00:00:00",,"M","In Water",201606
201606,12,0,30215,629806,"D","06/12/2016 00:00:00",50,"M","Mobile/Trailer Home",201606
201606,18,0,30218,630396,"D","06/18/2016 00:00:00",25,"M","Outside/Open Areas",201606
201606,19,0,30219,630397,"D","06/19/2016 00:00:00",28,"F","Outside/Open Areas",201606
201606,21,0,30320,631862,"D","06/21/2016 00:00:00",11,"F","Permanent Structure",201606
201606,18,0,30246,632207,"D","06/18/2016 00:00:00",24,"F","In Water",201606
201606,6,0,30250,632506,"D","06/06/2016 00:00:00",,"","Other",201606
201606,23,0,30319,634044,"I","06/23/2016 00:00:00",49,"M","Permanent Home",201606
